commodity,flow,period_str,year,quarter,ln_quantity,ln_price,ln_demand,demand_source,price_flag,weight_tonnes,price_usd_per_tonne,value_usd,n_hs_codes,n_monthly_obs
clinker,export,2010Q1,2010,1,-0.15766601806154185,11.899842768107836,4.372238913979644,trade_weighted_gdp,1,0.854135,147243.47205067115,125765.803,1,3
clinker,export,2010Q2,2010,2,5.910796644040527,5.068191722665438,4.372238913979644,trade_weighted_gdp,0,369.0,158.88675609756098,58629.213,1,1
clinker,export,2010Q3,2010,3,-0.6384317483711366,12.319174083932438,4.372238913979644,trade_weighted_gdp,1,0.52812,223949.1024767098,118272.0,1,2
clinker,export,2010Q4,2010,4,-0.25129228566891265,11.967125941041484,4.372238913979644,trade_weighted_gdp,1,0.777795,157491.36983395368,122496.0,1,3
clinker,export,2011Q1,2011,1,5.966454384103814,5.3837466008328105,4.419574301185631,trade_weighted_gdp,0,390.12,217.8368963395878,84982.53,1,3
clinker,export,2011Q2,2011,2,6.93828448401696,5.190527250220524,4.419574301185631,trade_weighted_gdp,0,1031.0,179.5632027158099,185129.662,1,3
clinker,export,2011Q3,2011,3,3.8958936234982624,5.194981561297641,4.419574301185631,trade_weighted_gdp,0,49.2,180.36481707317077,8873.949,1,1
clinker,export,2011Q4,2011,4,3.1780538303479458,5.180534174641641,4.419574301185631,trade_weighted_gdp,0,24.0,177.77775,4266.666,1,1
clinker,export,2012Q1,2012,1,6.561143813667682,5.184889220504969,4.464775147185402,trade_weighted_gdp,0,707.08,178.5536686089268,126251.728,1,3
clinker,export,2012Q2,2012,2,7.22402480828583,5.259037921057801,4.464775147185402,trade_weighted_gdp,0,1372.0,192.29639795918368,263830.658,1,3
clinker,export,2012Q3,2012,3,6.226141334235865,5.110554985454746,4.464775147185402,trade_weighted_gdp,0,505.8,165.76232502965598,83842.584,1,3
clinker,export,2012Q4,2012,4,6.068425588244111,5.146009066428618,4.464775147185402,trade_weighted_gdp,0,432.0,171.74469907407405,74193.70999999999,1,3
clinker,export,2013Q1,2013,1,6.222576268071369,5.107037866440518,4.513610066297729,trade_weighted_gdp,0,504.0,165.18034325396826,83250.893,1,2
clinker,export,2013Q2,2013,2,6.357408897053863,5.151385657442169,4.513610066297729,trade_weighted_gdp,0,576.75,172.67058690940615,99587.761,1,3
clinker,export,2013Q3,2013,3,5.8634976439558715,5.203644388397899,4.513610066297729,trade_weighted_gdp,0,351.953,181.93407358368876,64032.243,1,2
clinker,export,2013Q4,2013,4,5.648269764725942,5.288609224828419,4.513610066297729,trade_weighted_gdp,0,283.8,198.0677660324172,56211.632,1,2
clinker,export,2014Q1,2014,1,5.829533679961761,4.995423172488951,4.558245803317075,trade_weighted_gdp,0,340.2,147.73544973544975,50259.600000000006,1,2
clinker,export,2014Q2,2014,2,5.68561850402853,5.07842222487964,4.558245803317075,trade_weighted_gdp,0,294.6,160.52059063136457,47289.366,1,2
clinker,export,2014Q3,2014,3,8.312186665366676,4.965886595104099,4.558245803317075,trade_weighted_gdp,0,4073.21,143.4356632729469,584243.578,1,3
clinker,export,2014Q4,2014,4,4.276666119016055,4.821170954927311,4.558245803317075,trade_weighted_gdp,0,72.0,124.11033333333332,8935.944,1,3
clinker,export,2015Q1,2015,1,5.318149405176404,4.881730822122668,4.605170185988091,trade_weighted_gdp,0,204.006,131.85869043067362,26899.964,1,3
clinker,export,2015Q2,2015,2,5.099866427824199,4.886317262769487,4.605170185988091,trade_weighted_gdp,0,164.0,132.46484146341464,21724.234,1,2
clinker,export,2015Q3,2015,3,5.62040086571715,4.826871219112166,4.605170185988091,trade_weighted_gdp,0,276.0,124.81981521739132,34450.269,1,3
clinker,export,2015Q4,2015,4,5.318119993844216,4.8443253353547595,4.605170185988091,trade_weighted_gdp,0,204.0,127.01755882352944,25911.582,1,3
clinker,export,2016Q1,2016,1,5.214935757608986,4.807030144352427,4.649407142881142,trade_weighted_gdp,0,184.0,122.36766304347827,22515.65,1,3
clinker,export,2016Q2,2016,2,5.357811938333676,5.132776488448349,4.649407142881142,trade_weighted_gdp,0,212.26,169.4870441910864,35975.32,1,3
clinker,export,2016Q3,2016,3,5.209404182268811,4.95676512279168,4.649407142881142,trade_weighted_gdp,0,182.985,142.1332677541875,26008.256,1,2
clinker,export,2016Q4,2016,4,0.35065687161316933,7.396232462971689,4.649407142881142,trade_weighted_gdp,1,1.42,1629.8323943661974,2314.362,1,1
clinker,export,2018Q3,2018,3,10.31559720336296,3.641269333650768,4.741599284032133,trade_weighted_gdp,0,30200.0,38.14021867549669,1151834.604,1,1
clinker,export,2019Q2,2019,2,1.3711807233098425,7.1149173883946935,4.778460450005732,trade_weighted_gdp,0,3.94,1230.1819796954317,4846.917,1,1
clinker,export,2019Q3,2019,3,1.366091653802371,7.086255555881797,4.778460450005732,trade_weighted_gdp,0,3.92,1195.4232142857145,4686.059,1,1
clinker,export,2020Q1,2020,1,0.1823215567939546,7.3760558964261165,4.774611394170627,trade_weighted_gdp,1,1.2,1597.2775,1916.733,1,1
clinker,export,2021Q1,2021,1,3.7376696182833684,5.510739361119401,4.84047083168027,trade_weighted_gdp,0,42.0,247.33392857142857,10388.025,1,1
clinker,export,2021Q3,2021,3,4.31748811353631,5.188302778216702,4.84047083168027,trade_weighted_gdp,0,75.0,179.16421333333335,13437.316,1,1
clinker,export,2021Q4,2021,4,4.1538705415361274,6.066917750406253,4.84047083168027,trade_weighted_gdp,0,63.68,431.3491048994975,27468.311,1,1
clinker,export,2022Q2,2022,2,6.906268173789123,5.184816157211024,4.869022379495034,trade_weighted_gdp,0,998.514,178.54062336632236,178275.312,1,1
clinker,export,2023Q2,2023,2,3.1945831322991562,6.6267781643168435,4.910528181425606,trade_weighted_gdp,0,24.4,755.0456147540984,18423.113,1,1
clinker,export,2023Q3,2023,3,3.7062280924485496,7.762086082681592,4.910528181425606,trade_weighted_gdp,0,40.7,2349.801375921376,95636.916,1,2
clinker,export,2023Q4,2023,4,3.3593331775634567,7.743031322446674,4.910528181425606,trade_weighted_gdp,0,28.77,2305.4503649635035,66327.807,1,2
clinker,export,2024Q1,2024,1,3.9226661655266257,7.404581520832796,4.946731907456288,trade_weighted_gdp,0,50.535,1643.4969229247058,83054.117,1,2
clinker,export,2024Q3,2024,3,0.7217346374118577,7.72457997712061,4.946731907456288,trade_weighted_gdp,0,2.058,2263.3017492711374,4657.875,1,1
clinker,export,2024Q4,2024,4,6.435948424903295,5.614178680167208,4.946731907456288,trade_weighted_gdp,0,623.874,274.2880084760705,171121.157,1,1
