commodity,flow,period_str,year,quarter,ln_quantity,ln_price,ln_demand,demand_source,price_currency,price_flag,weight_tonnes,price_usd_per_tonne,price_aud_per_tonne,value_usd,n_hs_codes,n_monthly_obs
lime,import,2019Q3,2019,3,12.41373913869044,4.211248199700277,13.26153906100687,final_demand,AUD,0,246160.524,45.76617376310102,67.44066671558586,11265825.315,6,15
lime,import,2019Q4,2019,4,12.436509408879957,4.136388305509076,13.26586267498502,final_demand,AUD,0,251829.96807,43.18829023945562,62.576405962861365,10876105.752,6,15
lime,import,2020Q1,2020,1,12.021804621597568,4.428858029879811,13.26269906819786,final_demand,AUD,0,166342.571,54.210549961981776,83.83562444648805,9017522.256,6,15
lime,import,2020Q2,2020,2,12.445521380305872,4.138155342537616,13.181974780205344,final_demand,AUD,0,254109.7096,41.960973473954965,62.68707854178603,10662690.784,5,14
lime,import,2020Q3,2020,3,12.424381666110598,4.002320415388811,13.229603924694663,final_demand,AUD,0,248794.2842,39.53112765683063,54.72498752160057,9835118.609,5,13
lime,import,2020Q4,2020,4,12.197586318582928,4.154142012096546,13.266550297716826,final_demand,AUD,0,198309.916056,46.94390432988304,63.69728959198888,9309441.727,6,16
lime,import,2021Q1,2021,1,12.083147339679854,4.3173371787640225,13.286527752413827,final_demand,AUD,0,176865.94287,57.67191660803431,74.98868074633435,10200197.908,6,16
lime,import,2021Q2,2021,2,12.06095730299461,4.523824341227019,13.301222279456224,final_demand,AUD,0,172984.505,70.72036935909375,92.18748107325187,12233528.087,6,14
lime,import,2021Q3,2021,3,12.15921431833152,4.695505308437767,13.285293122505816,final_demand,AUD,0,190844.51508,79.9734999646289,109.45410275201476,15262503.82,6,15
lime,import,2021Q4,2021,4,12.37001224892772,4.718911992292864,13.3208305559963,final_demand,AUD,0,235628.63142,81.92211747218745,112.04627911052813,19303196.423,6,17
lime,import,2022Q1,2022,1,12.416076905986959,4.427177838771054,13.34182977627261,final_demand,AUD,0,246736.6632,60.426014928777725,83.69488284519947,14909313.294,6,16
lime,import,2022Q2,2022,2,12.386630266921077,4.701614118147875,13.35124244913007,final_demand,AUD,0,239577.02866,77.88204777545637,110.12478348251774,18658749.592,6,16
lime,import,2022Q3,2022,3,12.684829060578451,4.561746835540098,13.356775993620005,final_demand,AUD,0,322813.1851,65.07760852919387,95.75059436799182,21007910.088,6,15
lime,import,2022Q4,2022,4,12.31333677765991,4.865266683955686,13.362228736729433,final_demand,AUD,0,222645.651,85.96164502220616,129.7055243821856,19138986.417,6,18
lime,import,2023Q1,2023,1,12.51786131566376,4.8006110139417695,13.372047588714445,final_demand,AUD,0,273173.202849,82.95873527363067,121.58468476475983,22662103.419,6,17
lime,import,2023Q2,2023,2,12.192326748535054,5.077967000540583,13.383383662212546,final_demand,AUD,0,197269.62929,105.5390540040691,160.44753438134254,20819650.059,6,16
lime,import,2023Q3,2023,3,11.992187469757917,5.04595835574312,13.387566684895683,final_demand,AUD,0,161488.2187,101.62957880220894,155.3931497785952,16411979.648,6,17
lime,import,2023Q4,2023,4,12.408352906737028,4.420789456340482,13.387519126665607,final_demand,AUD,0,244838.21066,54.92865765824333,83.16191214902496,13448634.255,6,17
lime,import,2024Q1,2024,1,12.284160130369937,4.683081270500003,13.393659937566671,final_demand,AUD,0,216243.44893,70.7162438846882,108.10265343947363,15291924.473,6,17
lime,import,2024Q2,2024,2,12.362035564616596,4.619153540118614,13.397116733011543,final_demand,AUD,0,233756.57255,66.8781943517592,101.40815785284025,15633217.49,6,18
lime,import,2024Q3,2024,3,12.34593019759545,4.859989976600178,13.405520728727193,final_demand,AUD,0,230021.99128,86.93345242220182,129.02290885269522,19996605.835,6,17
lime,import,2024Q4,2024,4,12.427374294783778,4.851515923131437,13.409056961462394,final_demand,AUD,0,249539.9483,82.26850130352456,127.93418130718312,20529277.562000003,6,17
