commodity,year,quarter,period_label,flow,value_usd,weight_kg,n_hs_codes,n_monthly_obs,weight_tonnes,price_usd_per_tonne
crude_steel,2014,4,2014Q4,import,931518.33,508707.0,10,21,508.707,1831.1490307780314
crude_steel,2015,1,2015Q1,import,1546675.5,909880.0,8,16,909.88,1699.8675649536203
crude_steel,2015,2,2015Q2,import,932548.1359999999,524280.0,9,17,524.28,1778.721553368429
crude_steel,2015,3,2015Q3,import,1740564.668,762934.0,8,20,762.934,2281.4092280590457
crude_steel,2015,4,2015Q4,import,3869805.3259999994,17763936.0,8,19,17763.936,217.8461646112663
crude_steel,2016,1,2016Q1,import,364499.73099999997,208398.0,8,15,208.398,1749.0558018790966
crude_steel,2016,2,2016Q2,import,6265757.396,23242450.0,8,17,23242.45,269.582483602202
crude_steel,2016,3,2016Q3,import,11884450.184,39311572.0,8,19,39311.572,302.3142952411061
crude_steel,2016,4,2016Q4,import,7938263.328000001,27539446.0,10,22,27539.446,288.2506542796831
crude_steel,2017,1,2017Q1,import,2024989.998,1406540.0,10,20,1406.54,1439.6959901602513
crude_steel,2017,2,2017Q2,import,2090160.118,1244370.0,10,20,1244.37,1679.6934336250474
crude_steel,2017,3,2017Q3,import,8476908.634000001,31076580.0,8,19,31076.58,272.77482380622325
crude_steel,2017,4,2017Q4,import,8791565.154000001,21650640.0,11,21,21650.64,406.0649086585894
crude_steel,2018,1,2018Q1,import,1401038.638,1088810.0,10,17,1088.81,1286.7613614863935
crude_steel,2018,2,2018Q2,import,10688440.148999998,26059880.0,7,19,26059.88,410.1492466197081
crude_steel,2018,3,2018Q3,import,10462012.672,28782740.0,9,17,28782.74,363.4821657701803
crude_steel,2018,4,2018Q4,import,784811.009,1112410.0,10,20,1112.41,705.5051725532851
crude_steel,2019,1,2019Q1,import,641509.02,661550.0,10,20,661.55,969.7060237321443
crude_steel,2019,2,2019Q2,import,936442.371,767502.0,12,26,767.502,1220.1171736360297
crude_steel,2019,3,2019Q3,import,937241.1089999999,935413.0,13,22,935.413,1001.954333540372
crude_steel,2019,4,2019Q4,import,6634349.813,25342270.0,9,18,25342.27,261.78987963588105
crude_steel,2020,1,2020Q1,import,9135516.942,28516106.0,8,16,28516.106,320.36340943605694
crude_steel,2020,2,2020Q2,import,22476567.845,65493730.0,7,13,65493.73,343.1865591561207
crude_steel,2020,3,2020Q3,import,7380014.291999999,15673120.0,7,16,15673.12,470.87078335392056
crude_steel,2020,4,2020Q4,import,20586645.48,61465108.0,8,15,61465.108,334.93222658943347
crude_steel,2021,1,2021Q1,import,722063.608,538789.0,10,16,538.789,1340.1602631085639
crude_steel,2021,2,2021Q2,import,30346101.501000002,42897524.0,9,17,42897.524,707.4091619134009
crude_steel,2021,3,2021Q3,import,97159732.33299999,136948253.0,9,20,136948.253,709.4631016067068
crude_steel,2021,4,2021Q4,import,101495891.448,158979460.0,9,23,158979.46,638.4214127284116
crude_steel,2022,1,2022Q1,import,69446000.964,98198286.0,8,20,98198.286,707.2017628087725
crude_steel,2022,2,2022Q2,import,1337962.373,1649790.0,10,18,1649.79,810.9895035125683
crude_steel,2022,3,2022Q3,import,15057406.442,31716580.0,11,22,31716.58,474.7487415730195
crude_steel,2022,4,2022Q4,import,13671442.434,32417010.0,9,16,32417.01,421.7366880535867
crude_steel,2023,1,2023Q1,import,13558510.428,27619150.0,8,18,27619.15,490.9097647103549
crude_steel,2023,2,2023Q2,import,2898062.359,2071922.0,8,18,2071.922,1398.7313996376313
crude_steel,2023,3,2023Q3,import,11524619.089,25958141.0,9,20,25958.141,443.96935393023716
crude_steel,2023,4,2023Q4,import,25495603.429999996,41432914.0,10,18,41432.914,615.3466162191729
crude_steel,2024,1,2024Q1,import,19796951.103000004,32275470.0,10,20,32275.47,613.3745257001681
crude_steel,2024,2,2024Q2,import,2835831.196,3719238.0,13,25,3719.238,762.4763986601557
crude_steel,2024,3,2024Q3,import,68590070.86400001,105677324.0,11,24,105677.324,649.0519277721303
crude_steel,2024,4,2024Q4,import,8950707.628,12669183.0,12,21,12669.183,706.494462034371
long_steel,2010,1,2010Q1,export,19028630.548,16252.283,10,17,16.252283,1170828.1567580383
long_steel,2010,2,2010Q2,export,31234751.407,20740830.0,41,91,20740.83,1505.9547475679612
long_steel,2010,3,2010Q3,export,8054881.0,9884.896999999999,8,9,9.884896999999999,814867.4690287618
long_steel,2011,1,2011Q1,export,29275279.575,20862039.0,40,95,20862.039,1403.2798795458104
long_steel,2011,2,2011Q2,export,33464191.393,18776197.0,39,89,18776.197,1782.2667387330885
long_steel,2011,3,2011Q3,export,7911127.208000001,4317506.0,27,27,4317.506,1832.3372817547909
long_steel,2012,1,2012Q1,export,32084701.187,23338408.0,42,105,23338.408,1374.7596317195244
long_steel,2012,2,2012Q2,export,33662146.145,42417458.0,38,100,42417.458,793.5917834821691
long_steel,2012,3,2012Q3,export,7514634.848,6997710.0,16,16,6997.71,1073.8705730874815
long_steel,2013,1,2013Q1,export,22730665.315,15250845.0,40,89,15250.845,1490.4528447440127
long_steel,2013,2,2013Q2,export,31098804.367,26931060.0,42,103,26931.06,1154.7560462529138
long_steel,2013,3,2013Q3,export,7119570.434,6715150.0,24,24,6715.15,1060.225078218655
long_steel,2014,1,2014Q1,export,24655191.099,21555104.0,39,95,21555.104,1143.8214865026864
long_steel,2014,2,2014Q2,export,28705890.402,29067346.0,37,96,29067.346,987.5648916141156
long_steel,2014,3,2014Q3,export,1457642.255,691070.0,23,23,691.07,2109.254134892268
long_steel,2015,1,2015Q1,export,25946506.649,24843117.0,35,86,24843.117,1044.4142999044766
long_steel,2015,2,2015Q2,export,19006083.326,16029117.0,40,99,16029.117,1185.7224154019214
long_steel,2015,3,2015Q3,export,1282486.668,603090.0,21,21,603.09,2126.5261702233497
long_steel,2016,1,2016Q1,export,14169867.713000001,14737018.0,34,73,14737.018,961.5152612964171
long_steel,2016,2,2016Q2,export,23519270.838999998,33970383.0,36,84,33970.383,692.3463547349465
long_steel,2016,3,2016Q3,export,5726203.797,6581339.0,31,31,6581.339,870.0666835426651
long_steel,2017,1,2017Q1,export,15485408.445,14831880.0,38,84,14831.88,1044.062414542189
long_steel,2017,2,2017Q2,export,23375033.22,27458610.0,38,94,27458.61,851.2824654998923
long_steel,2017,3,2017Q3,export,8241695.282,7202760.0,33,41,7202.76,1144.2412744559028
long_steel,2018,1,2018Q1,export,19296668.257,21962500.0,36,85,21962.5,878.6189303130335
long_steel,2018,2,2018Q2,export,25982930.203,25988350.0,39,96,25988.35,999.791452824054
long_steel,2018,3,2018Q3,export,4764103.179,3467040.0,33,35,3467.04,1374.1125510521942
long_steel,2019,1,2019Q1,export,34513027.155,35291636.0,36,84,35291.636,977.9378647960667
long_steel,2019,2,2019Q2,export,17889554.452,22429464.0,34,80,22429.464,797.5917058026888
long_steel,2019,3,2019Q3,export,14783124.980999999,16515760.0,38,52,16515.76,895.0920200463073
long_steel,2020,1,2020Q1,export,17623887.792,20150858.0,38,77,20150.858,874.5973889548524
long_steel,2020,2,2020Q2,export,14644277.829,17579089.0,36,80,17579.089,833.0510090141759
long_steel,2020,3,2020Q3,export,8363509.564,8021991.0,38,66,8021.991,1042.5727932130565
long_steel,2021,1,2021Q1,export,18745720.087,18425449.0,37,88,18425.449,1017.3819963356117
long_steel,2021,2,2021Q2,export,19633739.334,21062634.401,43,97,21062.634401,932.1597175454862
long_steel,2021,3,2021Q3,export,5576350.418,4905231.0,31,35,4905.231,1136.8170873094457
long_steel,2022,1,2022Q1,export,29119959.962,19754313.765,36,88,19754.313765,1474.1063804298647
long_steel,2022,2,2022Q2,export,21972636.248,15212033.0,35,88,15212.033,1444.4247029966343
long_steel,2022,3,2022Q3,export,14913170.026,11466641.0,33,35,11466.641,1300.5700645899703
long_steel,2023,1,2023Q1,export,11370448.174,6289894.0,37,87,6289.894,1807.7328765794782
long_steel,2023,2,2023Q2,export,22388804.981000002,12270324.0,37,91,12270.324,1824.6303016122476
long_steel,2023,3,2023Q3,export,10642089.697999999,5102275.0,32,32,5102.275,2085.753844706528
long_steel,2024,1,2024Q1,export,13052054.19,9869072.0,36,87,9869.072,1322.520920913334
long_steel,2024,2,2024Q2,export,11250550.59,7935745.0,40,88,7935.745,1417.7056583849405
long_steel,2024,3,2024Q3,export,3480909.682,2183505.486,25,25,2183.505486,1594.1840789128203
long_steel,2010,1,2010Q1,import,22510009.165000003,34003.291,11,16,34.003291,661995.0158647881
long_steel,2010,2,2010Q2,import,100246424.049,85034788.329,39,114,85034.788329,1178.8872062707571
long_steel,2010,3,2010Q3,import,22133089.720000003,27903.213,7,8,27.903213,793209.3597966657
long_steel,2011,1,2011Q1,import,161597460.1,132771722.0,43,121,132771.722,1217.1075110406414
long_steel,2011,2,2011Q2,import,250859893.154,205945633.0,42,120,205945.633,1218.0879463173662
long_steel,2011,3,2011Q3,import,63719498.542,57282220.0,35,35,57282.22,1112.3783006664198
long_steel,2012,1,2012Q1,import,226975356.099,197775369.0,42,120,197775.369,1147.6421823740852
long_steel,2012,2,2012Q2,import,221328110.155,195343532.0,42,121,195343.532,1133.0199054402271
long_steel,2012,3,2012Q3,import,40017001.844000004,40353215.0,23,23,40353.215,991.6682436331283
long_steel,2013,1,2013Q1,import,165811878.814,152156705.0,41,120,152156.705,1089.744147745576
long_steel,2013,2,2013Q2,import,150070365.365,146036517.0,41,120,146036.517,1027.622189626722
long_steel,2013,3,2013Q3,import,39238880.611,44484509.0,30,30,44484.509,882.0796608320438
long_steel,2014,1,2014Q1,import,142654477.776,149981382.0,39,117,149981.382,951.1479083183804
long_steel,2014,2,2014Q2,import,157266515.891,166085151.0,40,116,166085.151,946.9029286730154
long_steel,2014,3,2014Q3,import,35100873.901999995,42236827.0,26,26,42236.827,831.0490251078755
long_steel,2015,1,2015Q1,import,139481712.997,159879242.0,40,118,159879.242,872.4191536822523
long_steel,2015,2,2015Q2,import,130667376.147,159441005.0,41,121,159441.005,819.5343233505082
long_steel,2015,3,2015Q3,import,32012607.154,48174973.0,29,29,48174.973,664.5070076946384
long_steel,2016,1,2016Q1,import,91848742.076,145127802.0,40,93,145127.802,632.8817828854047
long_steel,2016,2,2016Q2,import,100837606.47399999,145264824.0,41,118,145264.824,694.1639668664727
long_steel,2016,3,2016Q3,import,33335559.018,45851743.0,37,37,45851.743,727.0292651252101
long_steel,2017,1,2017Q1,import,79226646.283,88574345.898,38,111,88574.345898,894.4649320271067
long_steel,2017,2,2017Q2,import,79411192.296,74277423.814,37,111,74277.423814,1069.1161354068447
long_steel,2017,3,2017Q3,import,37008022.7,39757639.207,38,48,39757.639207,930.8405488393314
long_steel,2018,1,2018Q1,import,119273316.561,118207119.484,39,116,118207.119484,1009.0197365577826
long_steel,2018,2,2018Q2,import,129001793.336,120389905.315,40,114,120389.905315,1071.5333067043039
long_steel,2018,3,2018Q3,import,32971451.705,25334436.856,36,39,25334.436856,1301.447981354727
long_steel,2019,1,2019Q1,import,74558869.425,45536005.964,35,101,45536.005964,1637.3607620296118
long_steel,2019,2,2019Q2,import,59665255.353,34773115.673,36,100,34773.115673,1715.844387200765
long_steel,2019,3,2019Q3,import,30202783.188,19094688.589,34,56,19094.688589,1581.7374055211935
long_steel,2020,1,2020Q1,import,49710416.547,25440849.024,33,92,25440.849024,1953.960596995208
long_steel,2020,2,2020Q2,import,50942541.439,27142831.828,33,93,27142.831828000002,1876.8322245009342
long_steel,2020,3,2020Q3,import,42733844.495,23685693.818,33,67,23685.693818,1804.2048851667714
long_steel,2021,1,2021Q1,import,126436831.526,127996788.042,37,109,127996.788042,987.8125338935214
long_steel,2021,2,2021Q2,import,161876057.668,161381043.862,37,108,161381.043862,1003.067360293092
long_steel,2021,3,2021Q3,import,87075303.851,86847241.34200001,37,45,86847.24134200001,1002.626019036136
long_steel,2022,1,2022Q1,import,218559679.53300002,160299968.229,38,106,160299.968229,1363.4418144161566
long_steel,2022,2,2022Q2,import,212331975.93,155142915.895,41,109,155142.915895,1368.6217943312686
long_steel,2022,3,2022Q3,import,89348838.961,68148284.787,40,45,68148.284787,1311.0944646701398
long_steel,2023,1,2023Q1,import,203804321.694,193249801.0,39,111,193249.801,1054.6159459900298
long_steel,2023,2,2023Q2,import,207402576.961,198805378.0,39,111,198805.378,1043.2442977523476
long_steel,2023,3,2023Q3,import,87497899.97,97997895.0,39,39,97997.895,892.8548921382444
long_steel,2024,1,2024Q1,import,229130114.68,251359223.493,41,116,251359.223493,911.564379838168
long_steel,2024,2,2024Q2,import,252805569.276,259203347.211,42,116,259203.347211,975.3175334970039
long_steel,2024,3,2024Q3,import,90650415.965,107589988.828,37,37,107589.988828,842.5543765965006
flat_steel,2010,1,2010Q1,export,177239960.29500002,339417.977,3,9,339.417977,522187.8990074825
flat_steel,2010,2,2010Q2,export,248605356.75200003,384694920.0,19,43,384694.92,646.2402902331022
flat_steel,2010,3,2010Q3,export,188066297.0,293925.29,6,12,293.92528999999996,639843.8766531455
flat_steel,2010,4,2010Q4,export,261729956.0,445083.27400000003,7,15,445.083274,588047.1617093389
flat_steel,2011,1,2011Q1,export,194995523.167,240197774.0,17,43,240197.774,811.8123657840392
flat_steel,2011,2,2011Q2,export,185933863.13,251451848.0,17,42,251451.848,739.4412274512296
flat_steel,2011,3,2011Q3,export,234354520.252,335397370.0,19,46,335397.37,698.7369049793086
flat_steel,2011,4,2011Q4,export,184142667.34800002,280019700.0,22,43,280019.7,657.6061160982603
flat_steel,2012,1,2012Q1,export,36295174.361,54289635.0,23,44,54289.635,668.547032246579
flat_steel,2012,2,2012Q2,export,112202302.766,166027978.0,17,41,166027.978,675.8035851403309
flat_steel,2012,3,2012Q3,export,15676125.699000001,17360354.0,20,43,17360.354,902.9842190429989
flat_steel,2012,4,2012Q4,export,106871288.347,187402770.0,18,39,187402.77,570.2759268019358
flat_steel,2013,1,2013Q1,export,69577137.348,124932485.0,22,43,124932.485,556.9179012808398
flat_steel,2013,2,2013Q2,export,112941371.038,206337810.0,20,39,206337.81,547.3614895786671
flat_steel,2013,3,2013Q3,export,39162375.008999996,70704660.0,22,39,70704.66,553.8867595007174
flat_steel,2013,4,2013Q4,export,17373500.667,25199120.0,21,41,25199.12,689.448705629403
flat_steel,2014,1,2014Q1,export,16031091.819,23772244.0,21,36,23772.244,674.3617396405657
flat_steel,2014,2,2014Q2,export,80348642.878,152145970.0,19,36,152145.97,528.1023406535185
flat_steel,2014,3,2014Q3,export,53495356.077,83889071.0,17,30,83889.071,637.691602008562
flat_steel,2014,4,2014Q4,export,93349429.318,164211560.0,17,32,164211.56,568.470510346531
flat_steel,2015,1,2015Q1,export,59849737.611,151481740.0,18,32,151481.74,395.0953930883023
flat_steel,2015,2,2015Q2,export,79827190.97,194563560.0,19,34,194563.56,410.28849888437486
flat_steel,2015,3,2015Q3,export,27907250.693,72102012.0,18,28,72102.012,387.05231544717503
flat_steel,2015,4,2015Q4,export,46996349.376,138879678.0,19,33,138879.678,338.3961573989248
flat_steel,2016,1,2016Q1,export,18007022.402,47756290.0,14,23,47756.29,377.06074743243244
flat_steel,2016,2,2016Q2,export,43809793.888,141988020.0,17,33,141988.02,308.5457060954861
flat_steel,2016,3,2016Q3,export,56705160.989,124276930.0,17,34,124276.93,456.2806708292521
flat_steel,2016,4,2016Q4,export,65706160.982999995,152990475.0,18,38,152990.475,429.47876972733104
flat_steel,2017,1,2017Q1,export,81289907.589,168817720.0,20,37,168817.72,481.52473323890405
flat_steel,2017,2,2017Q2,export,116997681.815,221385810.0,21,39,221385.81,528.4786853095959
flat_steel,2017,3,2017Q3,export,70258913.685,122625960.0,22,44,122625.96,572.9530165146108
flat_steel,2017,4,2017Q4,export,66196169.889,114942530.0,25,46,114942.53,575.9066716993266
flat_steel,2018,1,2018Q1,export,66652464.853,139436170.0,18,39,139436.17,478.01416843993917
flat_steel,2018,2,2018Q2,export,112969606.498,216511030.0,24,53,216511.03,521.7729854132605
flat_steel,2018,3,2018Q3,export,48554878.536,90294490.0,21,48,90294.49,537.7391082888889
flat_steel,2018,4,2018Q4,export,52659826.309,84657670.0,21,44,84657.67,622.0325495492611
flat_steel,2019,1,2019Q1,export,55729853.938999996,86849757.394,20,37,86849.757394,641.681170002325
flat_steel,2019,2,2019Q2,export,189895350.495,359471950.0,22,41,359471.95,528.261942260029
flat_steel,2019,3,2019Q3,export,46749910.356,79378278.0,22,41,79378.278,588.9509262974941
flat_steel,2019,4,2019Q4,export,54362079.106000006,95221390.634,17,36,95221.39063400001,570.9019658718294
flat_steel,2020,1,2020Q1,export,73035790.897,126502910.0,20,43,126502.91,577.3447495950884
flat_steel,2020,2,2020Q2,export,90170061.99000001,165888938.396,18,36,165888.938396,543.5568089220724
flat_steel,2020,3,2020Q3,export,57494801.511999995,104515958.0,22,43,104515.958,550.1054825713792
flat_steel,2020,4,2020Q4,export,62359253.405999996,116338278.0,23,44,116338.278,536.0166445475495
flat_steel,2021,1,2021Q1,export,33517122.773,55299231.0,21,43,55299.231,606.1046811482785
flat_steel,2021,2,2021Q2,export,53210758.782,89323951.0,23,46,89323.951,595.7053868116515
flat_steel,2021,3,2021Q3,export,28552342.024,46776672.768,23,40,46776.672768,610.3970277153339
flat_steel,2021,4,2021Q4,export,27775968.669000003,45850655.0,19,37,45850.655,605.7921892064575
flat_steel,2022,1,2022Q1,export,5689578.019,6223144.0,16,32,6223.144,914.2610260987051
flat_steel,2022,2,2022Q2,export,53482515.208000004,41938957.0,18,35,41938.957,1275.2466688191603
flat_steel,2022,3,2022Q3,export,72190455.425,122090171.0,22,40,122090.171,591.2880196146174
flat_steel,2022,4,2022Q4,export,71719022.145,129304937.773,19,39,129304.937773,554.6502970436103
flat_steel,2023,1,2023Q1,export,27438020.52,44917255.643,19,37,44917.255643,610.8570109019116
flat_steel,2023,2,2023Q2,export,79044265.571,128153340.70899999,15,36,128153.340709,616.7944209155435
flat_steel,2023,3,2023Q3,export,60872720.301,125180250.0,23,44,125180.25,486.28054586086864
flat_steel,2023,4,2023Q4,export,45157753.378,72023216.124,21,40,72023.216124,626.98884898799
flat_steel,2024,1,2024Q1,export,98622924.514,150120180.0,19,38,150120.18,656.9598072291147
flat_steel,2024,2,2024Q2,export,71873796.358,117713511.87799999,22,40,117713.51187799999,610.582380997103
flat_steel,2024,3,2024Q3,export,83073541.343,140541940.0,18,33,140541.94,591.0943120822154
flat_steel,2024,4,2024Q4,export,62069311.136,107446852.0,16,29,107446.852,577.6745430941057
flat_steel,2010,1,2010Q1,import,9930226.761,17443.841,8,10,17.443841,569268.3601621913
flat_steel,2010,2,2010Q2,import,87383145.176,63639770.0,25,67,63639.77,1373.090210351169
flat_steel,2010,3,2010Q3,import,12459166.6,16739.898,8,10,16.739898,744279.7202229069
flat_steel,2010,4,2010Q4,import,4104099.0500000003,8811.527,7,9,8.811527,465764.7930943184
flat_steel,2011,1,2011Q1,import,95347039.357,71931481.0,25,71,71931.481,1325.5258758957013
flat_steel,2011,2,2011Q2,import,95412578.743,60542243.0,25,66,60542.243,1575.967027567842
flat_steel,2011,3,2011Q3,import,112818244.938,72937809.0,27,72,72937.809,1546.7731548941922
flat_steel,2011,4,2011Q4,import,110484511.76099999,83674048.0,28,78,83674.048,1320.4155219190543
flat_steel,2012,1,2012Q1,import,123129601.603,95051256.0,28,78,95051.256,1295.4021523187448
flat_steel,2012,2,2012Q2,import,125686518.016,104898722.0,30,80,104898.722,1198.1701551711947
flat_steel,2012,3,2012Q3,import,116693573.032,92928116.0,27,76,92928.116,1255.7402221734487
flat_steel,2012,4,2012Q4,import,105695613.84200001,93952949.0,28,76,93952.949,1124.9845264782484
flat_steel,2013,1,2013Q1,import,92241914.575,80499810.0,30,81,80499.81,1145.8649973832237
flat_steel,2013,2,2013Q2,import,95436603.874,71998451.0,27,75,71998.451,1325.5369045925725
flat_steel,2013,3,2013Q3,import,68220731.363,50336307.0,29,74,50336.307,1355.298698472258
flat_steel,2013,4,2013Q4,import,64940808.306,44671642.0,24,71,44671.642,1453.736764500396
flat_steel,2014,1,2014Q1,import,83669897.36,69041289.0,29,77,69041.289,1211.882028448223
flat_steel,2014,2,2014Q2,import,76331905.506,56091556.0,26,72,56091.556,1360.8448570405144
flat_steel,2014,3,2014Q3,import,83894374.424,69952208.0,26,72,69952.208,1199.3098834564307
flat_steel,2014,4,2014Q4,import,75768360.75400001,62302844.0,32,83,62302.844,1216.13004944044
flat_steel,2015,1,2015Q1,import,76325345.115,64604719.0,31,82,64604.719,1181.420588099764
flat_steel,2015,2,2015Q2,import,67376832.193,51595255.0,28,80,51595.255,1305.872646486581
flat_steel,2015,3,2015Q3,import,56555191.936,46029624.0,32,86,46029.624,1228.6694311472106
flat_steel,2015,4,2015Q4,import,50516506.144,53024226.0,31,82,53024.226,952.7061487705638
flat_steel,2016,1,2016Q1,import,45475376.671000004,55589804.0,30,72,55589.804,818.0524736334744
flat_steel,2016,2,2016Q2,import,41949424.377,45140621.0,31,81,45140.621,929.3054337245381
flat_steel,2016,3,2016Q3,import,47380088.451000005,45486682.0,31,82,45486.682,1041.6255125181476
flat_steel,2016,4,2016Q4,import,45480550.116,44421024.0,30,80,44421.024,1023.8519066107076
flat_steel,2017,1,2017Q1,import,44308661.939,31547630.0,29,76,31547.63,1404.5004946171869
flat_steel,2017,2,2017Q2,import,45572565.324,31571470.0,28,74,31571.47,1443.4730256145817
flat_steel,2017,3,2017Q3,import,46449889.302,33416080.0,29,76,33416.08,1390.0460287981116
flat_steel,2017,4,2017Q4,import,38304095.688,28096430.0,27,69,28096.43,1363.3082810876685
flat_steel,2018,1,2018Q1,import,55351928.034,36101860.0,28,70,36101.86,1533.2154086797743
flat_steel,2018,2,2018Q2,import,55220202.563,37962810.0,29,74,37962.81,1454.5868064824497
flat_steel,2018,3,2018Q3,import,59301408.816,37021610.0,28,73,37021.61,1601.8052379677706
flat_steel,2018,4,2018Q4,import,44818022.923,29806270.0,27,63,29806.27,1503.6441300102294
flat_steel,2019,1,2019Q1,import,28363097.96,14497854.0,24,58,14497.854,1956.3652634382993
flat_steel,2019,2,2019Q2,import,34112174.977,17974199.0,25,61,17974.199,1897.841176510842
flat_steel,2019,3,2019Q3,import,35708688.297,19632833.0,22,55,19632.833,1818.8250415515683
flat_steel,2019,4,2019Q4,import,32745791.022,15919684.0,25,53,15919.684,2056.9372496338497
flat_steel,2020,1,2020Q1,import,35302907.975,20912743.0,25,59,20912.743,1688.1050933873191
flat_steel,2020,2,2020Q2,import,33525011.985999998,18046851.0,23,55,18046.851,1857.665472275468
flat_steel,2020,3,2020Q3,import,32349751.663,16805159.0,24,54,16805.159,1924.9893239927096
flat_steel,2020,4,2020Q4,import,32805810.2,15462246.0,20,46,15462.246,2121.6717286738294
flat_steel,2021,1,2021Q1,import,54574325.685,44781209.0,23,60,44781.209,1218.6880815343775
flat_steel,2021,2,2021Q2,import,59535698.798,34075973.0,25,63,34075.973,1747.1459669838337
flat_steel,2021,3,2021Q3,import,66247384.367,31678188.0,23,63,31678.188,2091.261797139407
flat_steel,2021,4,2021Q4,import,124167246.746,68452805.0,24,65,68452.805,1813.910280900834
flat_steel,2022,1,2022Q1,import,93816178.38,50472346.0,23,59,50472.346,1858.7639730477358
flat_steel,2022,2,2022Q2,import,88687042.366,43788059.0,22,60,43788.059,2025.3704866434018
flat_steel,2022,3,2022Q3,import,91983581.404,50274348.0,24,62,50274.348,1829.6325076955748
flat_steel,2022,4,2022Q4,import,70085500.862,45656768.0,23,59,45656.768,1535.0517334472736
flat_steel,2023,1,2023Q1,import,57167605.978,35720385.0,24,62,35720.385,1600.4196477165628
flat_steel,2023,2,2023Q2,import,64415604.353,41228576.0,26,66,41228.576,1562.401872744768
flat_steel,2023,3,2023Q3,import,83895941.675,64666712.0,27,69,64666.712,1297.3590133204855
flat_steel,2023,4,2023Q4,import,67943113.887,54303059.776,26,67,54303.059776,1251.1838958479539
flat_steel,2024,1,2024Q1,import,73689326.713,56063382.0,27,64,56063.382,1314.3931757987773
flat_steel,2024,2,2024Q2,import,75412696.584,61199321.0,26,66,61199.321,1232.247275815364
flat_steel,2024,3,2024Q3,import,70296607.711,55446944.0,23,60,55446.944,1267.8175322160225
flat_steel,2024,4,2024Q4,import,57206442.888000004,45873855.0,25,64,45873.855,1247.0380544211948
treated_flat_steel,2010,1,2010Q1,export,3136819.8609999996,3908.818,3,6,3.908818,802498.3156033357
treated_flat_steel,2010,2,2010Q2,export,6396072.362,2964390.0,10,22,2964.39,2157.63525109719
treated_flat_steel,2010,3,2010Q3,export,6389108.0,3400.763,3,7,3.400763,1878727.8031430005
treated_flat_steel,2010,4,2010Q4,export,8913686.0,3648.978,3,8,3.648978,2442789.7345503317
treated_flat_steel,2011,1,2011Q1,export,8542645.117,5255547.0,11,22,5255.547,1625.4530911815652
treated_flat_steel,2011,2,2011Q2,export,11434275.207,4274650.0,11,25,4274.65,2674.903256874832
treated_flat_steel,2011,3,2011Q3,export,10403529.884,3988714.0,8,21,3988.714,2608.2416247442156
treated_flat_steel,2011,4,2011Q4,export,11624084.314,4391156.0,11,22,4391.156,2647.1581319361007
treated_flat_steel,2012,1,2012Q1,export,10042015.026,3340060.0,11,23,3340.06,3006.5373154973267
treated_flat_steel,2012,2,2012Q2,export,9303415.716,4216058.0,10,25,4216.058,2206.6621749511037
treated_flat_steel,2012,3,2012Q3,export,8934366.817,3327898.0,9,23,3327.898,2684.6876968584975
treated_flat_steel,2012,4,2012Q4,export,13731546.182,5434909.0,9,20,5434.909,2526.5457401402673
treated_flat_steel,2013,1,2013Q1,export,9819480.273,4189694.0,10,23,4189.694,2343.72254226681
treated_flat_steel,2013,2,2013Q2,export,9496751.182,4050880.0,12,25,4050.88,2344.3674416423096
treated_flat_steel,2013,3,2013Q3,export,9564666.126,4092095.0,13,29,4092.095,2337.3519251141533
treated_flat_steel,2013,4,2013Q4,export,9157076.661,4303265.0,12,24,4303.265,2127.9369643747245
treated_flat_steel,2014,1,2014Q1,export,5062845.554,2135746.0,9,19,2135.746,2370.5279345015742
treated_flat_steel,2014,2,2014Q2,export,7176346.794,18465640.0,10,18,18465.64,388.632443500469
treated_flat_steel,2014,3,2014Q3,export,2991156.0149999997,21437069.0,10,20,21437.069,139.53194884058075
treated_flat_steel,2014,4,2014Q4,export,3978961.178,43899825.0,10,21,43899.825,90.6372901942092
treated_flat_steel,2015,1,2015Q1,export,3781096.409,2464367.0,11,19,2464.367,1534.3073531661475
treated_flat_steel,2015,2,2015Q2,export,2724201.047,1813470.0,12,20,1813.47,1502.2035363143584
treated_flat_steel,2015,3,2015Q3,export,2629651.313,1961390.0,13,24,1961.39,1340.708024921102
treated_flat_steel,2015,4,2015Q4,export,3216854.7150000003,2339950.0,9,19,2339.95,1374.7536122566723
treated_flat_steel,2016,1,2016Q1,export,2834137.997,1934032.0,11,20,1934.032,1465.403880080578
treated_flat_steel,2016,2,2016Q2,export,2549157.996,1764050.0,12,26,1764.05,1445.0599450128964
treated_flat_steel,2016,3,2016Q3,export,14313815.506,17483934.0,11,24,17483.934,818.6839132428662
treated_flat_steel,2016,4,2016Q4,export,16936898.641,23643250.0,16,30,23643.25,716.3523898364226
treated_flat_steel,2017,1,2017Q1,export,27605540.021,31031340.0,11,24,31031.34,889.6019321434395
treated_flat_steel,2017,2,2017Q2,export,51618470.732,65850210.0,14,33,65850.21,783.8770860715554
treated_flat_steel,2017,3,2017Q3,export,35746452.168,41833430.0,11,27,41833.43,854.4948900436804
treated_flat_steel,2017,4,2017Q4,export,22036531.241,25397220.0,12,28,25397.22,867.6749361150551
treated_flat_steel,2018,1,2018Q1,export,26369197.509,32517350.0,13,28,32517.35,810.9270130868598
treated_flat_steel,2018,2,2018Q2,export,49723680.29,59449080.0,13,30,59449.08,836.4079021912534
