commodity,flow,period_str,year,quarter,ln_quantity,ln_price,ln_demand,demand_source,price_flag,weight_tonnes,price_usd_per_tonne,value_usd,n_hs_codes,n_monthly_obs
cement,export,2011Q1,2011,1,8.572213999982855,6.099176597604578,4.419574301185631,trade_weighted_gdp,0,5282.813,445.4908008290281,2353444.594,4,12
cement,export,2011Q2,2011,2,8.944867525369865,6.004092094104745,4.419574301185631,trade_weighted_gdp,0,7668.432650000001,405.0830444471595,3106352.044,4,12
cement,export,2011Q3,2011,3,8.72324755073672,6.081823185419457,4.419574301185631,trade_weighted_gdp,0,6144.1,437.8267067593301,2690051.069,4,12
cement,export,2011Q4,2011,4,8.352575850026716,6.037191771377519,4.419574301185631,trade_weighted_gdp,0,4241.0911,418.7155333682882,1775810.722,4,11
cement,export,2012Q1,2012,1,8.222422319356085,6.080162584279438,4.464775147185402,trade_weighted_gdp,0,3723.511,437.1002545715589,1627547.606,4,9
cement,export,2012Q2,2012,2,7.582474197373334,6.352180666631566,4.464775147185402,trade_weighted_gdp,0,1963.481,573.7424869402862,1126532.472,4,11
cement,export,2012Q3,2012,3,8.749406093159047,5.847019015478309,4.464775147185402,trade_weighted_gdp,0,6306.94126,346.200821442247,2183468.245,4,10
cement,export,2012Q4,2012,4,9.04982279255828,5.485209924535936,4.464775147185402,trade_weighted_gdp,0,8517.02851,241.09955139741567,2053451.753,4,11
cement,export,2013Q1,2013,1,8.53036387591437,5.7168500609364745,4.513610066297729,trade_weighted_gdp,0,5066.289,303.94600209344554,1539878.287,4,10
cement,export,2013Q2,2013,2,8.252206290843217,5.664003964620957,4.513610066297729,trade_weighted_gdp,0,3836.08,288.30068038205667,1105944.474,4,10
cement,export,2013Q3,2013,3,7.963278769760312,5.6279665117412705,4.513610066297729,trade_weighted_gdp,0,2873.479,278.0960372426595,799103.123,4,10
cement,export,2013Q4,2013,4,7.740658254072256,6.231754226150014,4.513610066297729,trade_weighted_gdp,0,2299.98586,508.6469831601487,1169880.869,4,10
cement,export,2014Q1,2014,1,7.29053430623468,6.204943804594454,4.558245803317075,trade_weighted_gdp,0,1466.35397,495.1911276920402,726125.476,4,12
cement,export,2014Q2,2014,2,7.522652871185444,6.215583524145282,4.558245803317075,trade_weighted_gdp,0,1849.46719,500.4879508027391,925636.044,4,9
cement,export,2014Q3,2014,3,7.341863559915156,6.254243890046625,4.558245803317075,trade_weighted_gdp,0,1543.586,520.2158856066328,802997.958,4,11
cement,export,2014Q4,2014,4,7.819347650828258,6.054650474371215,4.558245803317075,trade_weighted_gdp,0,2488.28165,426.0899500665449,1060231.804,4,11
cement,export,2015Q1,2015,1,8.273425009603766,5.426889729844651,4.605170185988091,trade_weighted_gdp,0,3918.34641,227.440742024644,891191.615,4,11
cement,export,2015Q2,2015,2,7.507733435826145,5.661051071324029,4.605170185988091,trade_weighted_gdp,0,1822.079,287.4506149294295,523757.729,4,11
cement,export,2015Q3,2015,3,7.283394655893059,5.9052180259242615,4.605170185988091,trade_weighted_gdp,0,1455.922,366.9472210736564,534246.532,4,8
cement,export,2015Q4,2015,4,7.185608460756593,5.865415040241051,4.605170185988091,trade_weighted_gdp,0,1320.2923399999995,352.6284807499528,465572.682,4,8
cement,export,2016Q1,2016,1,6.883009614984564,5.977478499171686,4.649407142881142,trade_weighted_gdp,0,975.558,394.4445209818381,384803.508,4,9
